date,product,consumer_linear,consumer_pchip
2024-06-04,sour_cream,109.1457114181182,109.6034907167772
2024-06-05,sour_cream,108.3980052303085,108.8557845289675
2024-06-06,sour_cream,107.6502990424988,107.8334107619624
2024-06-07,sour_cream,106.902592854689,106.7194811352254
2024-06-08,sour_cream,106.1548866668793,105.6971073682203
2024-06-09,sour_cream,105.4071804790696,104.9494011804105
2024-06-10,sour_cream,104.6594742912598,104.6594742912598
2024-06-11,sour_cream,104.7578682630646,104.6976270558372
2024-06-12,sour_cream,104.8562622348693,104.7960210276419
2024-06-13,sour_cream,104.9546562066741,104.9305597237831
2024-06-14,sour_cream,105.0530501784788,105.0771466613698
2024-06-15,sour_cream,105.1514441502836,105.2116853575109
2024-06-16,sour_cream,105.2498381220883,105.3100793293157
2024-06-17,sour_cream,105.348232093893,105.348232093893
2024-06-18,sour_cream,105.2775883763911,105.3208396320045
2024-06-19,sour_cream,105.2069446588892,105.2501959145026
2024-06-20,sour_cream,105.1363009413873,105.1536014436326
2024-06-21,sour_cream,105.0656572238854,105.04835672164
2024-06-22,sour_cream,104.9950135063834,104.95176225077
2024-06-23,sour_cream,104.9243697888815,104.8811185332681
2024-06-24,sour_cream,104.8537260713796,104.8537260713796
2024-06-25,sour_cream,105.1150108381887,104.9247872449994
2024-06-26,sour_cream,105.3762956049979,105.1154809136178
2024-06-27,sour_cream,105.637580371807,105.3920722988736
2024-06-28,sour_cream,105.8988651386161,105.7208266224055
2024-06-29,sour_cream,106.1601499054253,106.0680091058519
2024-06-30,sour_cream,106.4214346722344,106.3998849708517
2024-07-01,sour_cream,106.6827194390436,106.6827194390436
2024-07-02,sour_cream,106.9170394518716,106.9198538922236
2024-07-03,sour_cream,107.1513594646996,107.1425283170549
2024-07-04,sour_cream,107.3856794775276,107.3588558424763
2024-07-05,sour_cream,107.6199994903556,107.5769495974267
2024-07-06,sour_cream,107.8543195031836,107.8049227108448
2024-07-07,sour_cream,108.0886395160116,108.0508883116695
2024-07-08,sour_cream,108.3229595288397,108.3229595288397
2024-07-09,sour_cream,108.6959662707523,108.6419728337299
2024-07-10,sour_cream,109.0689730126649,109.0106782324809
2024-07-11,sour_cream,109.4419797545776,109.4100591561807
2024-07-12,sour_cream,109.8149864964902,109.8210990359173
2024-07-13,sour_cream,110.1879932384029,110.2247813027787
2024-07-14,sour_cream,110.5609999803155,110.602089387853
2024-07-15,sour_cream,110.9340067222281,110.9340067222281
2024-07-16,sour_cream,111.188959765721,111.2553924268065
2024-07-17,sour_cream,111.4439128092139,111.5968834996484
2024-07-18,sour_cream,111.6988658527067,111.9331301875786
2024-07-19,sour_cream,111.9538188961996,112.2387827374219
2024-07-20,sour_cream,112.2087719396925,112.488491396003
2024-07-21,sour_cream,112.4637249831853,112.6569064101469
2024-07-22,sour_cream,112.7186780266782,112.7186780266782
2024-07-23,sour_cream,112.5816050351955,112.6655272748788
2024-07-24,sour_cream,112.4445320437127,112.528454283396
2024-07-25,sour_cream,112.30745905223,112.3410279481033
2024-07-26,sour_cream,112.1703860607472,112.1368171648739
2024-07-27,sour_cream,112.0333130692645,111.9493908295811
2024-07-28,sour_cream,111.8962400777817,111.8123178380984
2024-07-29,sour_cream,111.759167086299,111.759167086299
2024-07-30,sour_cream,111.8745835431495,111.8289951442881
2024-07-31,sour_cream,111.99,111.99
2024-08-01,sour_cream,112.7943205245469,112.40677454496
2024-08-02,sour_cream,113.5986410490939,113.182363425255
2024-08-03,sour_cream,114.4029615736409,114.1517252953434
2024-08-04,sour_cream,115.2072820981878,115.1498188096838
