date,farmgate_index,farmgate_weight_share,farmgate_n_products,producer_index_weight_share,producer_index_n_products,producer_index,procurement_index,procurement_index_weight_share,procurement_index_n_products,retail_index,retail_index_weight_share,retail_index_n_products,consumer_index_weight_share,consumer_index_n_products,consumer_index,week,downstream_extension
2022-05-25,9.61635862588804,1.0,1,1.0,3,72.04137238243506,,0.0,0,,0.0,0,1.0,3,80.99843993327688,2022-05-23,35.30670786929862
2022-05-26,9.635280258864295,1.0,1,1.0,3,72.07475100902225,,0.0,0,,0.0,0,1.0,3,81.10791164470713,2022-05-23,35.35442589619647
2022-05-27,9.654201891840556,1.0,1,1.0,3,72.10798216638813,,0.0,0,,0.0,0,1.0,3,81.21726792339399,2022-05-23,35.40209360669128
2022-05-28,9.673123524816809,1.0,1,1.0,3,72.1410662133138,,0.0,0,,0.0,0,1.0,3,81.3265095607232,2022-05-23,35.44971134574308
2022-05-29,9.692045157793064,1.0,1,1.0,3,72.17400350563804,,0.0,0,,0.0,0,1.0,3,81.43563733935184,2022-05-23,35.497279454507165
2022-05-30,9.710966790769325,1.0,1,1.0,3,72.20679439628726,,0.0,0,,0.0,0,1.0,3,81.54465203334057,2022-05-30,35.54479827039167
2022-05-31,9.696346922041759,1.0,1,1.0,3,72.07223085043495,,0.0,0,,0.0,0,1.0,3,81.4342721589097,2022-05-30,35.49668438098354
2022-06-01,9.703210045050525,1.0,1,1.0,3,72.24207939071941,,0.0,0,,0.0,0,1.0,3,81.47508616732996,2022-05-30,35.51447494921493
2022-06-02,9.7100731680593,1.0,1,1.0,3,72.41184167233261,,0.0,0,,0.0,0,1.0,3,81.5158670245252,2022-05-30,35.53225106703693
2022-06-03,9.716936291068066,1.0,1,1.0,3,72.58151836270315,,0.0,0,,0.0,0,1.0,3,81.5566148007326,2022-05-30,35.550012765065475
2022-06-04,9.72379941407684,1.0,1,1.0,3,72.75111012184217,,0.0,0,,0.0,0,1.0,3,81.59732956594013,2022-05-30,35.56776007380788
2022-06-05,9.730662537085607,1.0,1,1.0,3,72.92061760245183,,0.0,0,,0.0,0,1.0,3,81.63801138988839,2022-05-30,35.58549302366364
2022-06-06,9.737525660094379,1.0,1,1.0,3,73.09004145003082,,0.0,0,,0.0,0,1.0,3,81.67866034207117,2022-06-06,35.60321164492465
2022-06-07,9.696720647066154,1.0,1,1.0,3,72.9479984162162,,0.0,0,,0.0,0,1.0,3,81.2969110336397,2022-06-06,35.436809534918595
2022-06-08,9.655915634037935,1.0,1,1.0,3,72.80586341447885,,0.0,0,,0.0,0,1.0,3,80.91498638101716,2022-06-06,35.270330993488216
2022-06-09,9.615110621009709,1.0,1,1.0,3,72.66363590124034,,0.0,0,,0.0,0,1.0,3,80.53288419294351,2022-06-06,35.10377506547715
2022-06-10,9.57430560798149,1.0,1,1.0,3,72.52131532766066,,0.0,0,,0.0,0,1.0,3,80.15060224017925,2022-06-06,34.937140779173966
2022-06-11,9.533500594953265,1.0,1,1.0,3,72.3789011395645,,0.0,0,,0.0,0,1.0,3,79.76813825465082,2022-06-06,34.77042714593975
2022-06-12,9.492695581925044,1.0,1,1.0,3,72.23639277736615,,0.0,0,,0.0,0,1.0,3,79.38548992857244,2022-06-06,34.603633159825264
2022-06-13,9.451890568896825,1.0,1,1.0,3,72.0937896759932,,0.0,0,,0.0,0,1.0,3,79.0026549135434,2022-06-13,34.4367577971775
2022-06-14,9.459121923327661,1.0,1,1.0,3,72.31217409721545,,0.0,0,,0.0,0,1.0,3,79.12139752873264,2022-06-13,34.48851695241032
2022-06-15,9.466353277758497,1.0,1,1.0,3,72.53050767512792,,0.0,0,,0.0,0,1.0,3,79.2400997661069,2022-06-13,34.540258507208875
2022-06-16,9.473584632189331,1.0,1,1.0,3,72.74879068991191,,0.0,0,,0.0,0,1.0,3,79.35876179549837,2022-06-13,34.59198253560194
2022-06-17,9.480815986620165,1.0,1,1.0,3,72.96702341948567,,0.0,0,,0.0,0,1.0,3,79.47738378569494,2022-06-13,34.64368911116309
2022-06-18,9.488047341051,1.0,1,1.0,3,73.1852061395294,,0.0,0,,0.0,0,1.0,3,79.59596590444879,2022-06-13,34.69537830701444
2022-06-19,9.495278695481836,1.0,1,1.0,3,73.40333912350911,,0.0,0,,0.0,0,1.0,3,79.71450831848503,2022-06-13,34.747050195830404
