link,link_direction,price_variant,horizon_days,models,products,variants,mean_coef,median_coef,mean_abs_coef,sig_share,core_share,median_n_obs
ProZorro -> Silpo,forward,silpo_observed,21,12,6,2,-0.02931136843646562,-0.020876522353183366,0.05676108531404481,0.3333333333333333,0.0,28.0
ProducerUA -> FarmGateUA,reverse,processor_price,21,20,5,2,3.6583823626381253,3.212493397441151,3.658382362638126,1.0,1.0,1455.0
ProducerUA -> ProZorro,forward,procurement_price,21,8,4,2,-2.0961897339275817,-0.9540130536390419,9.078137032794073,0.125,0.125,247.0
Retail -> FarmGateUA,reverse,retail_observed,21,36,9,2,0.0015747478652060705,0.003301917967795931,0.010893538642285596,0.1111111111111111,0.1111111111111111,58.0
Retail -> ProZorro,reverse,retail_baseline,21,12,6,2,-0.2053624994315871,-0.10965949335638717,0.31591532144862117,0.3333333333333333,0.3333333333333333,56.0
Retail -> ProZorro,reverse,retail_observed,21,12,6,2,-0.0752182134343542,-0.08672095543176223,0.19554163688901563,0.3333333333333333,0.3333333333333333,56.0
Retail matched -> ProZorro,reverse,retail_matched_baseline,21,12,6,2,-0.18383461359236652,-0.15913476786991376,0.2863660954041333,0.5,0.5,51.0
Retail matched -> ProZorro,reverse,retail_matched_observed,21,12,6,2,-0.1433472977877762,-0.17303223059346368,0.2729282757001405,0.5,0.5,51.0
Retail optimal -> FarmGateUA,reverse,retail_optimal_observed,21,36,9,2,0.0012535688013351623,0.0003839833003974307,0.010572359578414686,0.1111111111111111,0.1111111111111111,58.0
Retail optimal -> ProZorro,reverse,retail_optimal_baseline,21,12,6,2,-0.2053624994315871,-0.10965949335638717,0.31591532144862117,0.3333333333333333,0.3333333333333333,56.0
Retail optimal -> ProZorro,reverse,retail_optimal_observed,21,12,6,2,-0.0752182134343542,-0.08672095543176223,0.19554163688901563,0.3333333333333333,0.3333333333333333,56.0
Silpo -> ProZorro,reverse,silpo_baseline,21,12,6,2,-0.3446031110086947,-0.4382083637194868,0.572946489028075,0.16666666666666666,0.16666666666666666,47.0
Silpo -> ProZorro,reverse,silpo_observed,21,12,6,2,-0.2600242006729108,-0.14898303420062792,0.4196438203500526,0.16666666666666666,0.16666666666666666,47.0
