product,standardized_type,pair_left,pair_right,lag_days,corr,is_best_lag
Сметана,sour_cream,ProducerUA,ConsumerUA,25,0.7653335804199959,0
Сметана,sour_cream,ProducerUA,ConsumerUA,26,0.7565348048681367,0
Сметана,sour_cream,ProducerUA,ConsumerUA,27,0.7478077946445221,0
Сметана,sour_cream,ProducerUA,ConsumerUA,28,0.7391724608955642,0
Сметана,sour_cream,ProducerUA,ConsumerUA,29,0.7306377717207734,0
Сметана,sour_cream,ProducerUA,ConsumerUA,30,0.7222293465664502,0
Сметана,sour_cream,ProducerUA,ProZorro,1,-0.0037574030589150086,0
Сметана,sour_cream,ProducerUA,ProZorro,2,-0.01686477278129489,0
Сметана,sour_cream,ProducerUA,ProZorro,3,-0.019536325929484816,0
Сметана,sour_cream,ProducerUA,ProZorro,4,-0.04272305278735963,0
Сметана,sour_cream,ProducerUA,ProZorro,5,-0.05220162581202027,0
Сметана,sour_cream,ProducerUA,ProZorro,6,-0.05196629964606658,0
Сметана,sour_cream,ProducerUA,ProZorro,7,-0.03880329897891131,0
Сметана,sour_cream,ProducerUA,ProZorro,8,-0.018868491043070035,0
Сметана,sour_cream,ProducerUA,ProZorro,9,0.003862153785001504,0
Сметана,sour_cream,ProducerUA,ProZorro,10,0.029686267568543735,0
Сметана,sour_cream,ProducerUA,ProZorro,11,0.053220305283973444,0
Сметана,sour_cream,ProducerUA,ProZorro,12,0.0713396830413306,0
Сметана,sour_cream,ProducerUA,ProZorro,13,0.08451240750392784,0
Сметана,sour_cream,ProducerUA,ProZorro,14,0.09401258045745899,0
Сметана,sour_cream,ProducerUA,ProZorro,15,0.0807562971307251,0
Сметана,sour_cream,ProducerUA,ProZorro,16,0.07636725375095259,0
Сметана,sour_cream,ProducerUA,ProZorro,17,0.06285967494570015,0
Сметана,sour_cream,ProducerUA,ProZorro,18,0.048887607765055165,0
Сметана,sour_cream,ProducerUA,ProZorro,19,0.044217011110777436,0
Сметана,sour_cream,ProducerUA,ProZorro,20,0.02294010907633585,0
Сметана,sour_cream,ProducerUA,ProZorro,21,0.01563484975014865,0
Сметана,sour_cream,ProducerUA,ProZorro,22,0.02093144633144391,0
Сметана,sour_cream,ProducerUA,ProZorro,23,0.023084380183869824,0
Сметана,sour_cream,ProducerUA,ProZorro,24,0.021932847107608164,0
Сметана,sour_cream,ProducerUA,ProZorro,25,0.03687556684178808,0
Сметана,sour_cream,ProducerUA,ProZorro,26,0.056351485813093315,0
Сметана,sour_cream,ProducerUA,ProZorro,27,0.07147186020422513,0
Сметана,sour_cream,ProducerUA,ProZorro,28,0.07620474687469755,0
Сметана,sour_cream,ProducerUA,ProZorro,29,0.07033472751554082,0
Сметана,sour_cream,ProducerUA,ProZorro,30,0.06346562995799658,0
Сметана,sour_cream,ProducerUA,Silpo,1,-0.029355382246052723,0
Сметана,sour_cream,ProducerUA,Silpo,2,-0.033121023433526735,0
Сметана,sour_cream,ProducerUA,Silpo,3,-0.05138668698489858,0
Сметана,sour_cream,ProducerUA,Silpo,4,-0.0807175954807748,0
Сметана,sour_cream,ProducerUA,Silpo,5,-0.11905814045201416,0
Сметана,sour_cream,ProducerUA,Silpo,6,-0.16067968162313181,0
Сметана,sour_cream,ProducerUA,Silpo,7,-0.1974385918610027,0
Сметана,sour_cream,ProducerUA,Silpo,8,-0.2242204826197287,0
Сметана,sour_cream,ProducerUA,Silpo,9,-0.2443690226972309,0
Сметана,sour_cream,ProducerUA,Silpo,10,-0.2597901381208205,0
Сметана,sour_cream,ProducerUA,Silpo,11,-0.27217051801401687,0
Сметана,sour_cream,ProducerUA,Silpo,12,-0.28509658304197993,0
Сметана,sour_cream,ProducerUA,Silpo,13,-0.29621499143201785,0
Сметана,sour_cream,ProducerUA,Silpo,14,-0.29948795703794495,0
Сметана,sour_cream,ProducerUA,Silpo,15,-0.29172282180012415,0
Сметана,sour_cream,ProducerUA,Silpo,16,-0.2796230265787157,0
Сметана,sour_cream,ProducerUA,Silpo,17,-0.26670815029315165,0
Сметана,sour_cream,ProducerUA,Silpo,18,-0.2381085081284579,0
Сметана,sour_cream,ProducerUA,Silpo,19,-0.24107110854424207,0
Сметана,sour_cream,ProducerUA,Silpo,20,-0.24094414412725043,0
Сметана,sour_cream,ProducerUA,Silpo,21,-0.24453339354806622,0
Сметана,sour_cream,ProducerUA,Silpo,22,-0.24720995687770214,0
Сметана,sour_cream,ProducerUA,Silpo,23,-0.24878135743467167,0
Сметана,sour_cream,ProducerUA,Silpo,24,-0.2472088909673598,0
Сметана,sour_cream,ProducerUA,Silpo,25,-0.23833400415930964,0
Сметана,sour_cream,ProducerUA,Silpo,26,-0.2028327845457827,0
Сметана,sour_cream,ProducerUA,Silpo,27,-0.18497685348939136,0
Сметана,sour_cream,ProducerUA,Silpo,28,-0.21161067859334806,0
Сметана,sour_cream,ProducerUA,Silpo,29,-0.2120534912298889,0
Сметана,sour_cream,ProducerUA,Silpo,30,-0.23843447563002215,0
Йогурт,yogurt_dessert,Novus,Silpo,1,-0.21829808765294925,0
Йогурт,yogurt_dessert,Novus,Silpo,2,-0.319481208394622,0
Йогурт,yogurt_dessert,Novus,Silpo,3,-0.37203157347660926,0
Йогурт,yogurt_dessert,Novus,Silpo,4,-0.1521039932104485,0
Йогурт,yogurt_dessert,Novus,Silpo,5,-0.36740757620800335,0
Йогурт,yogurt_dessert,Novus,Silpo,6,-0.44018004576796754,0
Йогурт,yogurt_dessert,Novus,Silpo,7,0.2403358380824091,0
Йогурт,yogurt_dessert,Novus,Silpo,8,-0.16385548674744413,0
Йогурт,yogurt_dessert,Novus,Silpo,9,0.1577536951354908,0
Йогурт,yogurt_dessert,Novus,Silpo,10,0.3704390940620767,0
Йогурт,yogurt_dessert,Novus,Silpo,11,-0.1434353588054041,0
Йогурт,yogurt_dessert,Novus,Silpo,12,0.0221903963103528,0
Йогурт,yogurt_dessert,Novus,Silpo,13,-0.24459319990316275,0
Йогурт,yogurt_dessert,Novus,Silpo,14,-0.17208257444900762,0
Йогурт,yogurt_dessert,Novus,Silpo,15,0.09747092158206826,0
Йогурт,yogurt_dessert,Novus,Silpo,16,-0.1423772282060357,0
Йогурт,yogurt_dessert,Novus,Silpo,17,0.08685507492323276,0
Йогурт,yogurt_dessert,Novus,Silpo,18,-0.13220400553763767,0
Йогурт,yogurt_dessert,Novus,Silpo,19,0.10514411413340116,0
Йогурт,yogurt_dessert,Novus,Silpo,20,0.4053827742399936,0
Йогурт,yogurt_dessert,Novus,Silpo,21,-0.4606910370307454,0
Йогурт,yogurt_dessert,Novus,Silpo,22,0.07520772207982113,0
Йогурт,yogurt_dessert,Novus,Silpo,23,-0.2988623365692131,0
Йогурт,yogurt_dessert,Novus,Silpo,24,-0.07529781562051617,0
Йогурт,yogurt_dessert,Novus,Silpo,25,-0.4113544532639371,0
Йогурт,yogurt_dessert,Novus,Silpo,26,0.09805734341762545,0
Йогурт,yogurt_dessert,Novus,Silpo,27,0.050431765073668214,0
Йогурт,yogurt_dessert,Novus,Silpo,28,0.41150528148389764,0
Йогурт,yogurt_dessert,Novus,Silpo,29,0.3234291468499613,0
Йогурт,yogurt_dessert,Novus,Silpo,30,0.42056487617559507,0
