date,product,price_uah_kg,package_price_uah,discount_incidence,discount_pct,n_sku,n_rows,ok_uah_kg_share
2025-12-09,sour_cream,168.5428571428572,54.99,0.2870662460567823,20.124330325930902,106,317,0.0031545741324921135
2025-12-09,yogurt,124.9666666666667,54.99,0.2860944777112442,21.674623032792336,501,1503,0.00332667997338656
2025-12-16,butter,770.0,154.0,0.0,,1,1,1.0
2025-12-16,condensed_milk,187.98,93.99,0.0,,1,1,1.0
2025-12-16,cottage_cheese,326.6333333333333,97.99,0.0,,1,1,1.0
2025-12-16,cream,328.0,164.0,0.0,,1,1,1.0
2025-12-16,drinking_milk,105.10833333333332,48.239999999999995,0.0,,2,2,1.0
2025-12-16,hard_cheese,,719.0,0.0,,3,3,0.0
2025-12-16,kefir,79.29885057471263,68.99,0.0,,3,3,1.0
2025-12-16,soft_cheese,671.3885714285714,109.0,0.0,,5,5,0.8
2025-12-16,sour_cream,208.3,64.49,0.0,,4,4,1.0
2025-12-16,yogurt,134.9666666666667,34.99,0.0,,5,5,1.0
2025-12-23,butter,633.3333333333334,114.0,0.0,,1,1,1.0
2025-12-23,condensed_milk,733.2222222222222,65.99,0.0,,1,1,1.0
2025-12-23,cottage_cheese,403.5571428571428,98.495,0.0,,2,2,1.0
2025-12-23,cream,258.0,129.0,0.0,,1,1,1.0
2025-12-23,drinking_milk,71.56842105263158,67.99,0.0,,7,7,1.0
2025-12-23,hard_cheese,,639.0,0.0,,2,2,0.0
2025-12-23,other_dairy,374.14166666666665,81.49,0.0,,4,4,1.0
2025-12-23,soft_cheese,483.41666666666674,89.99,0.0,,13,13,0.7692307692307693
2025-12-23,sour_cream,243.3,72.99,0.0,,1,1,1.0
2025-12-23,yogurt,144.28357142857146,38.24,0.0,,6,6,1.0
2026-01-06,butter,633.3333333333334,114.0,0.0,,19,19,1.0
2026-01-06,condensed_milk,209.0,99.99,0.0,,7,7,1.0
2026-01-06,cottage_cheese,284.25714285714287,85.99,0.0,,18,18,1.0
2026-01-06,cream,373.2,51.99,0.0,,21,21,1.0
2026-01-06,drinking_milk,67.78563218390805,60.99,0.0,,31,31,0.967741935483871
2026-01-06,hard_cheese,654.9216216216216,124.0,0.0,,16,16,0.75
2026-01-06,kefir,75.56646382691008,62.49,0.0,,14,14,1.0
2026-01-06,other_dairy,329.92499999999995,82.99,0.0,,39,39,0.358974358974359
2026-01-06,soft_cheese,531.2905405405405,90.49,0.0,,73,74,0.7837837837837838
2026-01-06,sour_cream,199.9666666666667,59.49,0.0,,20,20,0.95
2026-01-06,yogurt,149.60000000000002,38.79,0.0,,42,42,1.0
