retailer,product,date,price_package_median_uah,discount_share,discount_depth_median_pct,n_skus,n_obs
novus,cottage_cheese,2025-12-13,81.99,0.0,,1,1
novus,cottage_cheese,2025-12-15,91.99,0.0,,1,1
novus,cottage_cheese,2025-12-19,97.99,0.0,,1,1
novus,cottage_cheese,2025-12-26,82.99,0.0,,3,3
novus,cottage_cheese,2026-01-06,78.99,0.0,,1,1
novus,cottage_cheese,2026-01-07,98.99,0.0,,2,2
novus,cottage_cheese,2026-01-08,82.49,0.0,,22,22
novus,cream,2025-11-04,47.49,0.0,,49,49
novus,cream,2025-11-18,36.79,0.0,,1,1
novus,cream,2025-11-20,35.99,0.0,,1,1
novus,cream,2025-11-28,25.99,0.0,,1,1
novus,cream,2025-12-01,46.79,0.0,,1,1
novus,cream,2025-12-03,121.495,0.0,,2,2
novus,cream,2025-12-11,104.0,0.0,,1,1
novus,cream,2025-12-12,84.99,0.0,,1,1
novus,cream,2025-12-19,164.0,0.0,,1,1
novus,cream,2025-12-26,129.0,0.0,,1,1
novus,cream,2026-01-08,63.489999999999995,0.0,,14,14
novus,drinking_milk,2025-11-04,69.99,0.0,,58,58
novus,drinking_milk,2025-11-07,349.0,0.0,,1,1
novus,drinking_milk,2025-11-16,83.99,0.0,,1,1
novus,drinking_milk,2025-11-22,85.99,0.0,,2,2
novus,drinking_milk,2025-11-24,74.99,0.0,,1,1
novus,drinking_milk,2025-12-01,39.99,0.0,,1,1
novus,drinking_milk,2025-12-02,67.99,0.0,,1,1
novus,drinking_milk,2025-12-03,94.99,0.0,,1,1
novus,drinking_milk,2025-12-06,75.99,0.0,,1,1
novus,drinking_milk,2025-12-08,72.99,0.0,,1,1
novus,drinking_milk,2025-12-12,62.99,0.0,,1,1
novus,drinking_milk,2025-12-18,26.49,0.0,,1,1
novus,drinking_milk,2025-12-19,69.99,0.0,,1,1
novus,drinking_milk,2025-12-24,77.99,0.0,,2,2
novus,drinking_milk,2025-12-25,37.49,0.0,,1,1
novus,drinking_milk,2025-12-26,68.49,0.0,,4,4
novus,drinking_milk,2026-01-06,51.99,0.0,,3,3
novus,drinking_milk,2026-01-08,60.99,0.0,,27,27
novus,hard_cheese,2025-11-04,239.0,0.0,,371,371
novus,hard_cheese,2025-11-05,23.490000000000002,0.0,,2,2
novus,hard_cheese,2025-11-06,169.0,0.0,,1,1
novus,hard_cheese,2025-11-08,629.0,0.0,,1,1
novus,hard_cheese,2025-11-10,129.0,0.0,,1,1
novus,hard_cheese,2025-11-11,195.745,0.0,,2,2
novus,hard_cheese,2025-11-12,31.79,0.0,,1,1
novus,hard_cheese,2025-11-13,914.0,0.0,,2,2
novus,hard_cheese,2025-11-15,145.995,0.0,,2,2
novus,hard_cheese,2025-11-16,312.995,0.0,,2,2
novus,hard_cheese,2025-11-17,579.0,0.0,,1,1
novus,hard_cheese,2025-11-18,78.99,0.0,,1,1
novus,hard_cheese,2025-11-20,83.49,0.0,,2,2
novus,hard_cheese,2025-11-21,19.49,0.0,,1,1
novus,hard_cheese,2025-11-25,499.0,0.0,,1,1
novus,hard_cheese,2025-11-26,18.49,0.0,,1,1
novus,hard_cheese,2025-11-28,149.0,0.0,,4,4
novus,hard_cheese,2025-12-01,91.495,0.0,,4,4
novus,hard_cheese,2025-12-02,136.495,0.0,,2,2
novus,hard_cheese,2025-12-03,194.0,0.0,,1,1
novus,hard_cheese,2025-12-06,25.99,0.0,,3,3
novus,hard_cheese,2025-12-07,98.99,0.0,,1,1
novus,hard_cheese,2025-12-10,149.0,0.0,,3,3
novus,hard_cheese,2025-12-11,95.99,0.0,,3,3
novus,hard_cheese,2025-12-12,19.99,0.0,,1,1
novus,hard_cheese,2025-12-13,144.0,0.0,,2,2
novus,hard_cheese,2025-12-14,119.0,0.0,,3,3
novus,hard_cheese,2025-12-15,43.49,0.0,,1,1
novus,hard_cheese,2025-12-17,749.0,0.0,,1,1
novus,hard_cheese,2025-12-18,404.495,0.0,,2,2
novus,hard_cheese,2025-12-19,111.5,0.0,,6,6
novus,hard_cheese,2025-12-25,354.0,0.0,,2,2
novus,hard_cheese,2025-12-26,89.99,0.0,,13,13
novus,hard_cheese,2026-01-06,219.0,0.0,,7,7
novus,hard_cheese,2026-01-07,76.99,0.0,,6,6
novus,hard_cheese,2026-01-08,94.99,0.0,,95,95
novus,kefir,2025-11-04,59.99,0.0,,29,29
novus,kefir,2025-11-05,20.49,0.0,,1,1
novus,kefir,2025-11-16,42.49,0.0,,1,1
novus,kefir,2025-11-28,46.49,0.0,,1,1
novus,kefir,2025-12-10,49.99,0.0,,1,1
novus,kefir,2025-12-17,55.99,0.0,,1,1
novus,kefir,2025-12-18,68.99,0.0,,1,1
novus,kefir,2025-12-19,69.99,0.0,,1,1
novus,kefir,2026-01-06,69.99,0.0,,2,2
novus,kefir,2026-01-08,60.99,0.0,,13,13
novus,other_dairy,2025-11-04,75.99,0.0,,80,80
novus,other_dairy,2025-11-12,59.99,0.0,,1,1
novus,other_dairy,2025-11-17,6.49,0.0,,1,1
novus,other_dairy,2025-11-21,36.49,0.0,,1,1
novus,other_dairy,2025-11-22,49.99,0.0,,1,1
novus,other_dairy,2025-11-28,27.99,0.0,,2,2
novus,other_dairy,2025-12-01,279.0,0.0,,1,1
novus,other_dairy,2025-12-02,47.49,0.0,,1,1
novus,other_dairy,2025-12-04,89.99,0.0,,1,1
novus,other_dairy,2025-12-05,89.99,0.0,,1,1
novus,other_dairy,2025-12-11,109.0,0.0,,1,1
novus,other_dairy,2025-12-14,89.99,0.0,,1,1
novus,other_dairy,2025-12-15,38.99,0.0,,1,1
novus,other_dairy,2025-12-26,73.99,0.0,,1,1
novus,other_dairy,2026-01-06,25.49,0.0,,1,1
novus,other_dairy,2026-01-08,30.49,0.0,,13,13
novus,skim_milk_powder,2025-11-04,199.0,0.0,,1,1
novus,sour_cream,2025-11-04,58.49,0.0,,32,32
novus,sour_cream,2025-11-24,64.99,0.0,,1,1
novus,sour_cream,2025-11-28,46.99,0.0,,1,1
novus,sour_cream,2025-11-29,47.99,0.0,,1,1
novus,sour_cream,2025-12-06,61.99,0.0,,1,1
novus,sour_cream,2025-12-12,58.99,0.0,,1,1
novus,sour_cream,2025-12-16,64.99,0.0,,1,1
novus,sour_cream,2025-12-19,63.99,0.0,,3,3
novus,sour_cream,2025-12-26,90.995,0.0,,2,2
novus,sour_cream,2026-01-07,52.29,0.0,,1,1
novus,sour_cream,2026-01-08,59.99,0.0,,19,19
novus,yogurt,2025-11-04,49.99,0.0,,175,175
novus,yogurt,2025-11-07,39.99,0.0,,1,1
novus,yogurt,2025-11-08,48.99,0.0,,1,1
novus,yogurt,2025-11-10,42.99,0.0,,1,1
novus,yogurt,2025-11-11,38.79,0.0,,1,1
novus,yogurt,2025-11-14,39.99,0.0,,1,1
novus,yogurt,2025-11-16,41.99,0.0,,2,2
novus,yogurt,2025-11-20,21.49,0.0,,1,1
novus,yogurt,2025-11-23,26.49,0.0,,2,2
novus,yogurt,2025-11-28,28.740000000000002,0.0,,2,2
novus,yogurt,2025-12-01,19.49,0.0,,1,1
novus,yogurt,2025-12-03,44.79,0.0,,3,3
novus,yogurt,2025-12-07,38.79,0.0,,1,1
novus,yogurt,2025-12-08,49.99,0.0,,1,1
novus,yogurt,2025-12-10,47.989999999999995,0.0,,2,2
novus,yogurt,2025-12-12,19.49,0.0,,1,1
novus,yogurt,2025-12-13,39.99,0.0,,1,1
novus,yogurt,2025-12-15,37.49,0.0,,1,1
novus,yogurt,2025-12-17,26.99,0.0,,1,1
novus,yogurt,2025-12-19,34.99,0.0,,4,4
novus,yogurt,2025-12-24,41.49,0.0,,1,1
novus,yogurt,2025-12-26,35.99,0.0,,5,5
novus,yogurt,2026-01-06,34.99,0.0,,3,3
novus,yogurt,2026-01-07,45.64,0.0,,2,2
novus,yogurt,2026-01-08,40.49,0.0,,39,39
silpo,butter,2025-10-21,73.695,0.2357142857142857,18.0,139,140
silpo,butter,2025-10-22,67.945,0.2246376811594203,20.0,137,138
silpo,butter,2025-10-23,67.32499999999999,0.2571428571428571,18.5,139,140
silpo,butter,2025-10-24,67.66,0.2446043165467626,19.0,138,139
silpo,butter,2025-10-25,68.49,0.2887323943661972,18.0,141,142
silpo,butter,2025-10-26,66.99,0.2589928057553957,19.0,138,139
silpo,butter,2025-10-27,65.49,0.2733812949640288,20.0,138,139
silpo,butter,2025-10-28,64.645,0.24285714285714285,18.98885263730288,139,140
silpo,butter,2025-10-29,63.49,0.291970802919708,20.05025125628141,136,137
silpo,butter,2025-10-30,74.195,0.21014492753623187,19.0,137,138
silpo,butter,2025-10-31,68.945,0.21739130434782608,19.0,137,138
silpo,butter,2025-11-01,67.99,0.2753623188405797,19.0,137,138
silpo,butter,2025-11-02,68.99,0.2733812949640288,19.0,138,139
silpo,butter,2025-11-03,62.24,0.2536231884057971,19.29292929292929,137,138
silpo,butter,2025-11-04,69.9,0.2733812949640288,19.146464646464644,138,139
silpo,butter,2025-11-05,69.99,0.2624113475177305,19.0,140,141
silpo,butter,2025-11-06,66.24,0.3,19.0,139,140
silpo,butter,2025-11-07,66.99,0.2753623188405797,19.0,137,138
silpo,butter,2025-11-08,67.78,0.2536231884057971,19.0,137,138
silpo,butter,2025-11-09,67.57499999999999,0.2536231884057971,19.0,137,138
silpo,butter,2025-11-10,67.32499999999999,0.30434782608695654,20.55025125628141,137,138
silpo,butter,2025-11-11,67.78,0.3188405797101449,19.0,137,138
silpo,butter,2025-11-12,68.945,0.2463768115942029,18.789053157951948,137,138
silpo,butter,2025-11-13,75.49,0.28776978417266186,19.646464646464644,138,139
silpo,butter,2025-11-14,67.82499999999999,0.2391304347826087,20.13422818791946,137,138
silpo,butter,2025-11-15,61.74,0.1956521739130435,20.0,137,138
silpo,butter,2025-11-16,57.99,0.19708029197080293,22.0,136,137
silpo,butter,2025-11-17,63.49,0.15328467153284672,22.0,136,137
silpo,butter,2025-11-18,61.99,0.1897810218978102,21.5,136,137
silpo,butter,2025-11-19,72.49,0.1678832116788321,20.13422818791946,136,137
silpo,butter,2025-11-20,67.66,0.21897810218978103,22.0,136,137
silpo,butter,2025-11-21,74.99,0.17518248175182483,26.0,136,137
silpo,butter,2025-11-22,75.49,0.15942028985507245,23.0,136,138
silpo,butter,2025-11-23,74.99,0.2391304347826087,23.0,137,138
silpo,butter,2025-11-24,79.99,0.18248175182481752,27.0,136,137
silpo,butter,2025-11-25,69.99,0.20437956204379562,19.5,136,137
silpo,butter,2025-11-26,69.49,0.145985401459854,21.0,136,137
silpo,butter,2025-11-27,67.66,0.1925925925925926,21.5,134,135
silpo,butter,2025-11-28,77.9,0.2074074074074074,21.0,134,135
silpo,butter,2025-11-29,74.49,0.13333333333333333,22.546600458365162,134,135
silpo,butter,2025-11-30,61.74,0.11764705882352941,22.046600458365162,135,136
silpo,butter,2025-12-01,75.24,0.15441176470588236,28.0,135,136
silpo,butter,2025-12-02,74.99,0.23529411764705882,22.046600458365162,135,136
silpo,butter,2025-12-03,72.74,0.16176470588235295,22.5,135,136
silpo,butter,2025-12-04,67.24,0.25735294117647056,19.0,135,136
silpo,butter,2025-12-11,61.74,0.3014705882352941,20.0,135,136
silpo,butter,2025-12-12,69.9,0.23703703703703705,17.377515001764905,134,135
silpo,butter,2025-12-13,68.24,0.29850746268656714,20.0,133,134
silpo,condensed_milk,2025-10-21,63.989999999999995,0.1935483870967742,20.04464285714286,62,62
silpo,condensed_milk,2025-10-22,68.445,0.3548387096774194,18.22893536708629,62,62
silpo,condensed_milk,2025-10-23,71.095,0.3709677419354839,20.0,62,62
silpo,condensed_milk,2025-10-24,63.239999999999995,0.27419354838709675,20.10050251256282,62,62
silpo,condensed_milk,2025-10-25,57.445,0.24193548387096775,25.0,62,62
silpo,condensed_milk,2025-10-26,59.99,0.3387096774193548,20.0,62,62
silpo,condensed_milk,2025-10-27,64.49,0.3548387096774194,21.754804352859455,62,62
silpo,condensed_milk,2025-10-28,67.74,0.1935483870967742,17.0,62,62
silpo,condensed_milk,2025-10-29,57.49,0.3548387096774194,21.254804352859455,62,62
silpo,condensed_milk,2025-10-30,53.99,0.22580645161290322,22.754804352859455,62,62
silpo,condensed_milk,2025-10-31,59.99,0.22950819672131148,22.754804352859455,61,61
silpo,condensed_milk,2025-11-01,54.945,0.2833333333333333,25.0,60,60
silpo,condensed_milk,2025-11-02,62.9,0.2786885245901639,21.50960870571891,61,61
silpo,condensed_milk,2025-11-03,69.99,0.2786885245901639,22.3463687150838,61,61
silpo,condensed_milk,2025-11-04,59.49,0.26865671641791045,22.0,67,67
silpo,condensed_milk,2025-11-05,69.99,0.1791044776119403,20.754804352859455,67,67
silpo,condensed_milk,2025-11-06,63.239999999999995,0.22058823529411764,24.0,68,68
silpo,condensed_milk,2025-11-07,62.99,0.29850746268656714,21.254804352859455,67,67
silpo,condensed_milk,2025-11-08,58.99,0.35294117647058826,19.540160642570278,68,68
silpo,condensed_milk,2025-11-09,61.445,0.3088235294117647,20.08032128514056,68,68
silpo,condensed_milk,2025-11-10,64.74,0.3088235294117647,18.0,68,68
silpo,condensed_milk,2025-11-11,62.74,0.25,23.0,68,68
silpo,condensed_milk,2025-11-12,59.99,0.3088235294117647,20.0,68,68
silpo,condensed_milk,2025-11-13,59.945,0.27941176470588236,19.0,68,68
silpo,condensed_milk,2025-11-14,59.99,0.2608695652173913,21.50960870571891,69,69
silpo,condensed_milk,2025-11-15,61.99,0.2318840579710145,20.11194029850746,69,69
silpo,condensed_milk,2025-11-16,63.49,0.3188405797101449,20.11194029850746,69,69
silpo,condensed_milk,2025-11-17,64.695,0.27941176470588236,20.22388059701492,68,68
silpo,condensed_milk,2025-11-18,64.74,0.25,20.0,68,68
silpo,condensed_milk,2025-11-19,63.739999999999995,0.27941176470588236,21.0,68,68
silpo,condensed_milk,2025-11-20,64.695,0.17647058823529413,19.5,68,68
silpo,condensed_milk,2025-11-21,64.74,0.25,23.0,68,68
silpo,condensed_milk,2025-11-22,57.99,0.29411764705882354,24.548192771084338,68,68
silpo,condensed_milk,2025-11-23,66.24,0.23529411764705882,25.616322601347733,68,68
silpo,condensed_milk,2025-11-24,64.74,0.22058823529411764,25.0,68,68
silpo,condensed_milk,2025-11-25,63.239999999999995,0.29411764705882354,23.0,68,68
silpo,condensed_milk,2025-11-26,59.74,0.25,23.0,68,68
silpo,condensed_milk,2025-11-27,71.7,0.1791044776119403,24.0,67,67
silpo,condensed_milk,2025-11-28,66.99,0.20588235294117646,23.5,68,68
silpo,condensed_milk,2025-11-29,64.99,0.16176470588235295,21.0,68,68
silpo,condensed_milk,2025-11-30,69.945,0.22058823529411764,23.0,68,68
silpo,condensed_milk,2025-12-01,71.595,0.20588235294117646,22.5,68,68
silpo,condensed_milk,2025-12-02,60.99,0.2647058823529412,20.754804352859455,68,68
silpo,condensed_milk,2025-12-03,62.489999999999995,0.23529411764705882,19.0,68,68
silpo,condensed_milk,2025-12-04,64.49,0.23529411764705882,26.0,68,68
silpo,condensed_milk,2025-12-11,59.99,0.30985915492957744,20.866744651366915,71,71
silpo,condensed_milk,2025-12-12,64.49,0.29577464788732394,18.65671641791045,71,71
silpo,condensed_milk,2025-12-13,64.49,0.2463768115942029,21.50960870571891,69,69
silpo,cottage_cheese,2025-10-21,58.935,0.27586206896551724,20.0,116,116
silpo,cottage_cheese,2025-10-22,49.59,0.35344827586206895,21.0,116,116
silpo,cottage_cheese,2025-10-23,56.9,0.33043478260869563,21.5,115,115
silpo,cottage_cheese,2025-10-24,61.99,0.26548672566371684,21.0,113,113
silpo,cottage_cheese,2025-10-25,55.49,0.27586206896551724,19.5,116,116
silpo,cottage_cheese,2025-10-26,54.99,0.2956521739130435,18.0,115,115
silpo,cottage_cheese,2025-10-27,59.8,0.24347826086956523,21.0,115,115
silpo,cottage_cheese,2025-10-28,56.74,0.2807017543859649,21.0,114,114
silpo,cottage_cheese,2025-10-29,57.99,0.2608695652173913,20.0,115,115
silpo,cottage_cheese,2025-10-30,61.99,0.2631578947368421,20.5,114,114
silpo,cottage_cheese,2025-10-31,52.49,0.28695652173913044,22.0,115,115
silpo,cottage_cheese,2025-11-01,54.290000000000006,0.23684210526315788,24.0,114,114
silpo,cottage_cheese,2025-11-02,47.19,0.24561403508771928,23.0,114,114
silpo,cottage_cheese,2025-11-03,62.9,0.19130434782608696,23.0,115,115
silpo,cottage_cheese,2025-11-04,54.49,0.3130434782608696,22.0,115,115
silpo,cottage_cheese,2025-11-05,59.9,0.20353982300884957,23.0,113,113
silpo,cottage_cheese,2025-11-06,61.74,0.23684210526315788,19.0,114,114
silpo,cottage_cheese,2025-11-07,47.99,0.28448275862068967,19.0,116,116
silpo,cottage_cheese,2025-11-08,55.74,0.2982456140350877,21.0,114,114
silpo,cottage_cheese,2025-11-09,52.74,0.34210526315789475,22.0,114,114
silpo,cottage_cheese,2025-11-10,54.445,0.2719298245614035,22.0,114,114
silpo,cottage_cheese,2025-11-11,56.040000000000006,0.30701754385964913,24.0,114,114
silpo,cottage_cheese,2025-11-12,59.99,0.30701754385964913,20.0,114,114
silpo,cottage_cheese,2025-11-13,55.9,0.3805309734513274,20.0,113,113
silpo,cottage_cheese,2025-11-14,64.695,0.2719298245614035,20.11173184357542,114,114
silpo,cottage_cheese,2025-11-15,52.24,0.26785714285714285,20.559171597633135,112,112
silpo,cottage_cheese,2025-11-16,56.195,0.3157894736842105,20.109422853914545,114,114
silpo,cottage_cheese,2025-11-17,56.9,0.25217391304347825,24.0,115,115
silpo,cottage_cheese,2025-11-18,64.49,0.23008849557522124,22.0,113,113
silpo,cottage_cheese,2025-11-19,57.49,0.23893805309734514,20.0,113,113
silpo,cottage_cheese,2025-11-20,56.49,0.22522522522522523,22.0,111,111
silpo,cottage_cheese,2025-11-21,56.9,0.23008849557522124,22.0,113,113
silpo,cottage_cheese,2025-11-22,56.49,0.34513274336283184,26.0,113,113
silpo,cottage_cheese,2025-11-23,56.49,0.2831858407079646,23.5,113,113
silpo,cottage_cheese,2025-11-24,54.99,0.25892857142857145,23.0,112,112
silpo,cottage_cheese,2025-11-25,53.49,0.2920353982300885,25.0,113,113
silpo,cottage_cheese,2025-11-26,62.49,0.23008849557522124,22.5,113,113
silpo,cottage_cheese,2025-11-27,52.49,0.2920353982300885,25.0,113,113
silpo,cottage_cheese,2025-11-28,56.99,0.24778761061946902,23.5,113,113
silpo,cottage_cheese,2025-11-29,56.49,0.24778761061946902,21.754804352859455,113,113
silpo,cottage_cheese,2025-11-30,52.49,0.20353982300884957,22.0,113,113
silpo,cottage_cheese,2025-12-01,57.24,0.22321428571428573,22.0,112,112
silpo,cottage_cheese,2025-12-02,56.99,0.2982456140350877,21.0,114,114
silpo,cottage_cheese,2025-12-03,51.99,0.34210526315789475,21.0,114,114
silpo,cottage_cheese,2025-12-04,56.99,0.2782608695652174,22.0,115,115
silpo,cottage_cheese,2025-12-11,57.24,0.24561403508771928,20.5,114,114
silpo,cottage_cheese,2025-12-12,62.49,0.24778761061946902,21.0,113,113
silpo,cottage_cheese,2025-12-13,63.99,0.24770642201834864,20.0,109,109
silpo,cream,2025-10-21,59.99,0.32098765432098764,19.0,78,81
silpo,cream,2025-10-22,51.99,0.2839506172839506,20.0,78,81
silpo,cream,2025-10-23,57.49,0.32098765432098764,18.871171906900777,78,81
silpo,cream,2025-10-24,54.49,0.3048780487804878,20.08928571428572,79,82
silpo,cream,2025-10-25,57.99,0.3614457831325301,20.0,80,83
silpo,cream,2025-10-26,64.49,0.345679012345679,20.04464285714286,78,81
silpo,cream,2025-10-27,55.99,0.3333333333333333,22.0,78,81
silpo,cream,2025-10-28,49.29,0.3333333333333333,20.0,78,81
silpo,cream,2025-10-29,53.74,0.3125,26.0,77,80
silpo,cream,2025-10-30,55.24,0.2875,20.0,77,80
silpo,cream,2025-10-31,56.945,0.3125,20.0,77,80
silpo,cream,2025-11-01,69.99,0.3037974683544304,20.5,76,79
silpo,cream,2025-11-02,73.24,0.25,20.55025125628141,77,80
silpo,cream,2025-11-03,68.49,0.3125,23.0,77,80
silpo,cream,2025-11-04,60.99,0.2875,19.0,77,80
silpo,cream,2025-11-05,58.24,0.275,20.10050251256282,77,80
silpo,cream,2025-11-06,65.99,0.37037037037037035,21.05586592178771,78,81
silpo,cream,2025-11-07,56.9,0.3614457831325301,21.040160642570278,80,83
silpo,cream,2025-11-08,56.9,0.37037037037037035,22.068658274504358,78,81
silpo,cream,2025-11-09,56.49,0.345679012345679,21.040160642570278,78,81
silpo,cream,2025-11-10,56.49,0.35802469135802467,20.0,78,81
silpo,cream,2025-11-11,59.9,0.3333333333333333,20.0,78,81
silpo,cream,2025-11-12,57.99,0.32098765432098764,20.56711409395973,78,81
silpo,cream,2025-11-13,62.99,0.367816091954023,18.221311475409834,84,87
silpo,cream,2025-11-14,60.74,0.3372093023255814,23.0,83,86
silpo,cream,2025-11-15,59.99,0.2235294117647059,20.51690564701718,82,85
silpo,cream,2025-11-16,58.49,0.25882352941176473,22.0,82,85
silpo,cream,2025-11-17,59.99,0.23529411764705882,20.325566917468322,82,85
silpo,cream,2025-11-18,57.585,0.29069767441860467,20.13422818791946,83,86
silpo,cream,2025-11-19,58.74,0.30952380952380953,22.5,81,84
silpo,cream,2025-11-20,59.99,0.35714285714285715,21.5,81,84
silpo,cream,2025-11-21,59.99,0.2891566265060241,21.754804352859455,80,83
silpo,cream,2025-11-22,57.49,0.23809523809523808,20.0,81,84
silpo,cream,2025-11-23,57.99,0.2619047619047619,22.0,81,84
silpo,cream,2025-11-24,60.49,0.34523809523809523,23.0,81,84
silpo,cream,2025-11-25,56.945,0.20238095238095238,21.0,81,84
silpo,cream,2025-11-26,55.99,0.1927710843373494,20.06711409395973,80,83
silpo,cream,2025-11-27,56.195,0.23809523809523808,18.5,81,84
silpo,cream,2025-11-28,52.49,0.2857142857142857,21.0,81,84
silpo,cream,2025-11-29,59.99,0.2619047619047619,20.5,81,84
silpo,cream,2025-11-30,58.99,0.2682926829268293,22.5,79,82
silpo,cream,2025-12-01,60.99,0.1686746987951807,21.0,80,83
silpo,cream,2025-12-02,61.24,0.2682926829268293,21.0,79,82
silpo,cream,2025-12-03,53.49,0.2926829268292683,22.0,79,82
silpo,cream,2025-12-04,63.239999999999995,0.32926829268292684,21.0,79,82
silpo,cream,2025-12-11,49.195,0.32051282051282054,22.0,75,78
silpo,cream,2025-12-12,53.49,0.26582278481012656,20.0,76,79
silpo,cream,2025-12-13,63.49,0.4050632911392405,18.0,76,79
silpo,drinking_milk,2025-10-21,59.99,0.27530364372469635,20.0,245,247
silpo,drinking_milk,2025-10-22,59.99,0.24899598393574296,20.5,247,249
silpo,drinking_milk,2025-10-23,57.99,0.26506024096385544,20.0,247,249
silpo,drinking_milk,2025-10-24,59.49,0.268,19.0,248,250
silpo,drinking_milk,2025-10-25,59.695,0.2440944881889764,19.903554206108232,252,254
silpo,drinking_milk,2025-10-26,60.49,0.256,20.55025125628141,248,250
silpo,drinking_milk,2025-10-27,59.74,0.28,22.0,248,250
silpo,drinking_milk,2025-10-28,61.74,0.216,20.0,248,250
silpo,drinking_milk,2025-10-29,61.99,0.23107569721115537,20.0,249,251
silpo,drinking_milk,2025-10-30,59.99,0.250996015936255,22.0,249,251
silpo,drinking_milk,2025-10-31,62.99,0.27710843373493976,22.0,247,249
silpo,drinking_milk,2025-11-01,61.49,0.2540322580645161,23.0,246,248
silpo,drinking_milk,2025-11-02,59.24,0.268,23.0,248,250
silpo,drinking_milk,2025-11-03,57.49,0.2661290322580645,20.559171597633135,246,248
silpo,drinking_milk,2025-11-04,59.9,0.2971887550200803,21.5,247,249
silpo,drinking_milk,2025-11-05,57.49,0.2931726907630522,20.12578616352202,247,249
silpo,drinking_milk,2025-11-06,54.99,0.30120481927710846,20.10050251256282,247,249
silpo,drinking_milk,2025-11-07,59.99,0.2845849802371542,21.0,251,253
silpo,drinking_milk,2025-11-08,59.99,0.292,21.0,248,250
silpo,drinking_milk,2025-11-09,59.99,0.28225806451612906,22.0,246,248
silpo,drinking_milk,2025-11-10,59.99,0.28225806451612906,22.0,246,248
silpo,drinking_milk,2025-11-11,60.49,0.2834008097165992,20.109422853914545,245,247
silpo,drinking_milk,2025-11-12,63.99,0.292,19.0,248,250
silpo,drinking_milk,2025-11-13,59.99,0.2793522267206478,22.0,245,247
silpo,drinking_milk,2025-11-14,59.99,0.2631578947368421,20.0,245,247
silpo,drinking_milk,2025-11-15,59.99,0.2550607287449393,23.0,245,247
silpo,drinking_milk,2025-11-16,65.99,0.2388663967611336,22.0,245,247
silpo,drinking_milk,2025-11-17,59.99,0.27419354838709675,21.0,246,248
silpo,drinking_milk,2025-11-18,65.99,0.23481781376518218,21.0,245,247
silpo,drinking_milk,2025-11-19,57.24,0.23790322580645162,22.0,246,248
silpo,drinking_milk,2025-11-20,61.99,0.29554655870445345,21.0,245,247
silpo,drinking_milk,2025-11-21,62.49,0.23481781376518218,23.5,245,247
silpo,drinking_milk,2025-11-22,61.74,0.2661290322580645,23.0,246,248
silpo,drinking_milk,2025-11-23,58.335,0.3185483870967742,23.0,246,248
silpo,drinking_milk,2025-11-24,59.99,0.2816326530612245,23.0,243,245
silpo,drinking_milk,2025-11-25,64.9,0.24081632653061225,23.0,243,245
silpo,drinking_milk,2025-11-26,59.99,0.22448979591836735,24.0,243,245
silpo,drinking_milk,2025-11-27,61.99,0.20242914979757085,23.0,245,247
silpo,drinking_milk,2025-11-28,63.99,0.20647773279352227,22.0,245,247
silpo,drinking_milk,2025-11-29,59.99,0.20647773279352227,22.0,245,247
silpo,drinking_milk,2025-11-30,61.99,0.2145748987854251,23.0,245,247
silpo,drinking_milk,2025-12-01,63.49,0.21951219512195122,23.0,244,246
