product,date,price_median_uah_kg,price_weighted_uah_kg,n_lots,n_regions,expected_value_sum,contract_current_sum
butter,2023-11-08,293.0,314.62068965517244,2.0,2.0,60390.0,58656.0
butter,2023-11-09,240.0,259.2,3.0,2.0,287000.0,90672.01
butter,2023-11-10,314.0,314.0,1.0,1.0,23760.0,23298.0
butter,2023-11-13,223.0,223.0,1.0,1.0,115200.0,89360.0
butter,2023-11-16,278.0,278.0,1.0,1.0,28000.0,27792.0
butter,2023-11-17,258.0,258.0,1.0,1.0,117000.0,85754.85
butter,2023-11-20,242.0,268.34375,3.0,2.0,95600.0,88728.0
butter,2023-11-21,272.0,290.8867362146051,2.0,2.0,275800.0,254377.5
butter,2023-11-22,255.0,242.02312138728323,4.0,2.0,254900.0,217150.0
butter,2023-11-24,172.0,172.0,1.0,1.0,40000.0,34440.0
butter,2023-11-25,165.0,165.0,1.0,1.0,10600.0,9900.0
butter,2023-11-27,244.0,205.8636363636364,4.0,4.0,193245.32,147256.0
butter,2023-11-28,194.0,214.10373443983403,2.0,2.0,173860.0,158913.53999999998
butter,2023-11-29,253.0,267.6725521669342,4.0,4.0,153893.0,140311.0
butter,2023-11-30,257.0,276.5987841945289,3.0,2.0,239000.0,135017.4
butter,2023-12-01,218.0,228.7981220657277,3.0,3.0,65632.5,50247.5
butter,2023-12-04,220.0,197.24602203182377,4.0,4.0,247402.37,172589.02
butter,2023-12-05,212.5,190.39953810623555,6.0,6.0,702192.4,331855.0
butter,2023-12-06,179.0,179.0,1.0,1.0,75000.0,53640.0
butter,2023-12-07,187.5,188.5572042171027,2.0,2.0,169193.0,121641.75
butter,2023-12-08,260.0,267.73806516797174,9.0,5.0,2813416.0,2404412.5
butter,2023-12-11,276.0,254.6020964360587,10.0,9.0,846243.4,647770.93
butter,2023-12-12,187.5,244.85012285012286,2.0,2.0,309200.0,230971.27
butter,2023-12-13,266.5,269.2276657060519,4.0,4.0,533452.0,445962.2
butter,2023-12-14,275.0,283.74080560420316,7.0,5.0,1929590.0,1509188.5
butter,2023-12-15,261.0,216.07246376811594,4.0,4.0,659600.0,524066.49
butter,2023-12-17,320.0,320.0,1.0,1.0,200000.0,192000.0
