date,period,territory,indicator,flow,milk_product_raw,product,unit_raw,value,value_uah_kg_or_tonne
2025-02-01,2025-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10786.5,10.7865
2025-01-01,2025-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18302.4,18.302400000000002
2025-01-01,2025-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16858.7,16.858700000000002
2025-02-01,2025-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10590.4,10.590399999999999
2025-02-01,2025-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,18039.2,18.0392
2025-02-01,2025-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16550.4,16.5504
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10407.4,10.407399999999999
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17663.4,17.663400000000003
2025-03-01,2025-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16067.6,16.0676
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10351.3,10.351299999999998
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,17112.4,17.1124
2025-04-01,2025-M04,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15535.7,15.5357
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10310.6,10.3106
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16823.9,16.823900000000002
2025-05-01,2025-M05,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15188.2,15.1882
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10333.8,10.3338
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16639.0,16.639
2025-06-01,2025-M06,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15016.9,15.0169
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10373.5,10.3735
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16573.2,16.5732
2025-07-01,2025-M07,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14953.9,14.953899999999999
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10446.8,10.4468
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16657.6,16.6576
2025-08-01,2025-M08,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15024.3,15.024299999999998
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10573.3,10.5733
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16746.1,16.7461
2025-09-01,2025-M09,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15141.2,15.141200000000001
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10670.1,10.6701
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16793.9,16.7939
2025-10-01,2025-M10,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,9831.8,9.8318
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10715.5,10.7155
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16732.0,16.732
2025-11-01,2025-M11,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15249.4,15.2494
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10776.3,10.776299999999999
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,16608.5,16.6085
2025-12-01,2025-M12,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,15220.9,15.2209
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10065.3,10.065299999999999
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,14281.4,14.2814
2026-01-01,2026-M01,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,13676.9,13.6769
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,10173.2,10.173200000000001
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,13785.5,13.7855
2026-02-01,2026-M02,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,13272.8,13.2728
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,9881.9,9.8819
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,13642.9,13.6429
2026-03-01,2026-M03,Хмельницька,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Молоко коров'яче сире (у перерахунку на молоко встановленої базисної жирності – 3,4%)",raw_milk,Гривня,13052.8,13.0528
2025-01-01,2025-M01,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-01-01,2025-M01,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-02-01,2025-M02,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-03-01,2025-M03,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-04-01,2025-M04,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-05-01,2025-M05,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-06-01,2025-M06,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-07-01,2025-M07,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-08-01,2025-M08,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у населення,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
2025-09-01,2025-M09,Черкаська,Середня ціна купівлі тонни молочної сировини,Куплене переробними підприємствами у підприємств,"Вершки з молока коров'ячого сирі (у перерахунку на вершки встановленої базисної жирності – 10,0%)",cream,Гривня,,
